4.1588e+00 7.4706e+00 6.4310e+00 8.8949e+00 6.1778e+00 8.7999e+00 5.4387e+00 4.1222e+00 1.7036e+00 6.6315e+00 6.7626e+00 4.2752e+00 4.0949e+00 6.2942e+00 8.3809e+00 6.9591e+00 6.2074e+00 4.9545e+00 5.1017e+00 3.7777e+00 4.4296e+00 5.2095e+00 3.5372e+00 4.5093e+00 6.5367e+00 3.0880e+00 4.2214e+00 3.2965e+00 6.8746e+00 4.2818e+00 5.6333e+00 4.2198e+00 6.0381e+00 2.2611e+00 6.8870e+00 5.4321e+00 8.1058e+00 5.6511e+00 8.2948e+00 7.0680e+00 3.8169e+00 2.7906e+00 4.9194e+00 6.4473e+00 4.1604e+00 6.3529e+00 4.2733e+00 6.3724e+00 6.7459e+00 5.4399e+00 7.2243e+00 4.2479e+00 4.7904e+00 5.6516e+00 5.5366e+00 4.5003e+00 5.5166e+00 6.6641e+00 6.4450e+00 1.9403e+00
4.7790e+00 5.0498e+00 8.9186e+00 9.8314e+00 3.2737e+00 6.7813e+00 6.7365e+00 7.7286e+00 6.3285e+00 6.9972e+00 7.8481e+00 8.2649e+00 9.4944e+00 6.7571e+00 1.5982e+00 5.9255e+00 7.2024e+00 1.0511e+01 4.9708e+00 5.9218e+00 5.2483e+00 6.1719e+00 5.0795e+00 7.8646e+00 6.7274e+00 2.7123e+00 4.9159e+00 8.4124e+00 6.7003e+00 3.9432e+00 9.6490e+00 5.7037e+00 3.7129e+00 6.2264e+00 6.1282e+00 8.1372e+00 5.0370e+00 3.5484e+00 3.1323e+00 6.8930e+00 8.5231e+00 6.0392e+00 8.2300e+00 6.1859e+00 8.3255e+00 8.8454e+00 4.1316e+00 4.8554e+00 5.1263e+00 6.4097e+00 5.2029e+00 6.5399e+00 4.3821e+00 4.5818e+00 5.3898e+00 5.9659e+00 7.4705e+00 6.5502e+00 7.7466e+00 5.4720e+00
4.2157e+00 6.6605e+00 4.5704e+00 9.2966e+00 4.1862e+00 6.5013e+00 6.4585e+00 1.6038e+00 4.4971e+00 5.6311e+00 6.7910e+00 7.7212e+00 6.9856e+00 6.5782e+00 7.9557e+00 4.1979e+00 6.6130e+00 6.8183e+00 6.3360e+00 7.5605e+00 8.4017e+00 8.9275e+00 6.6037e+00 3.8970e+00 7.8183e+00 4.8551e+00 4.1445e+00 5.5661e+00 7.7312e+00 7.6206e+00 6.0111e+00 5.5414e+00 4.3665e+00 6.9293e+00 9.0434e+00 4.6609e+00 7.6529e+00 6.5813e+00 6.1803e+00 7.4315e+00 5.2678e+00 8.1839e+00 2.3698e+00 4.5619e+00 6.3475e+00 6.5578e+00 5.6925e+00 7.5393e+00 4.0080e+00 5.8881e+00 5.9855e+00 3.0568e+00 3.2540e+00 6.1160e+00 5.5723e+00 3.0140e+00 2.2041e+00 4.6225e+00 4.8419e+00 7.7790e+00
7.6917e+00 4.4868e+00 5.2119e+00 7.1513e+00 6.7099e+00 8.0742e+00 3.1810e+00 6.1175e+00 5.5144e+00 3.3622e+00 6.4484e+00 4.3271e+00 5.6293e+00 5.1327e+00 6.4337e+00 6.5463e+00 2.9145e+00 1.0841e+01 7.1618e+00 6.1015e+00 5.7553e+00 3.6541e+00 7.7823e+00 4.8733e+00 5.0587e+00 6.6267e+00 4.4301e+00 6.3757e+00 8.5153e+00 4.2625e+00 7.6244e+00 2.7707e+00 6.6094e+00 4.9445e+00 5.6862e+00 7.0854e+00 7.0984e+00 7.2052e+00 6.8429e+00 8.0461e+00 7.8339e+00 3.4328e+00 5.0374e+00 4.9409e+00 4.5368e+00 6.2982e+00 3.9035e+00 5.4388e+00 7.5860e+00 6.9152e+00 7.2937e+00 4.6963e+00 8.1348e+00 4.1612e+00 6.3257e+00 6.4938e+00 3.9482e+00 6.1662e+00 7.4409e+00 5.9284e+00
8.6434e+00 7.1380e+00 7.0480e+00 6.0208e+00 3.2996e+00 6.5558e+00 6.2059e+00 3.6348e+00 4.8182e+00 6.0998e+00 5.5592e+00 3.7639e+00 6.8013e+00 8.1962e+00 5.3782e+00 3.1844e+00 6.7010e+00 5.4749e+00 3.5979e+00 4.9802e+00 7.7548e+00 5.0662e+00 6.0947e+00 7.3732e+00 4.7083e+00 4.8976e+00 5.5735e+00 7.1895e+00 5.1122e+00 3.6975e+00 7.2750e+00 6.1306e+00 4.1900e+00 6.8168e+00 5.2170e+00 7.6822e+00 4.4573e+00 6.1642e+00 6.3717e+00 9.6263e+00 3.4826e+00 5.4722e+00 6.6419e+00 4.5089e+00 5.8026e+00 6.3923e+00 7.8589e+00 3.7874e+00 8.1125e+00 5.6736e+00 6.9889e+00 7.2886e+00 5.5673e+00 6.5729e+00 5.4227e+00 8.9880e+00 9.0213e+00 4.4878e+00 6.3614e+00 5.2043e+00
8.7340e+00 9.7380e+00 4.0400e+00 5.4279e+00 5.4676e+00 3.2716e+00 8.4339e+00 4.3904e+00 5.6988e+00 7.7426e+00 8.0896e+00 6.8240e+00 5.2311e+00 3.7654e+00 3.6794e+00 4.8721e+00 7.9127e+00 6.0806e+00 5.2126e+00 6.2576e+00 9.8633e+00 6.0247e+00 9.0235e+00 7.9527e+00 1.0382e+01 1.2228e-01 4.3156e+00 7.3280e+00 4.8249e+00 1.5807e+00 9.2093e+00 4.3822e+00 5.7025e+00 6.7127e+00 1.5424e+00 6.5024e+00 8.3812e+00 4.5196e+00 4.8565e+00 6.0312e+00 8.2143e+00 8.2608e+00 5.2483e+00 7.8980e+00 4.3140e+00 6.0848e+00 4.4109e+00 4.6951e+00 7.5966e+00 5.9940e+00 8.4978e+00 7.8419e+00 7.2321e+00 3.1385e+00 5.5585e+00 4.6341e+00 6.6598e+00 5.7523e+00 4.8423e+00 5.2080e+00
4.5379e+00 7.0769e+00 5.8266e+00 6.1899e+00 6.6773e+00 6.9312e+00 7.4511e+00 5.8167e+00 3.6462e+00 8.6131e+00 6.5712e+00 7.3419e+00 5.9211e+00 6.1138e+00 6.2543e+00 5.7267e+00 5.2334e+00 6.0975e+00 5.5492e+00 7.8316e+00 5.2974e+00 5.1366e+00 6.8492e+00 4.5574e+00 6.1434e+00 9.7383e+00 6.3363e+00 7.2037e+00 6.6516e+00 8.2111e+00 5.4219e+00 6.6480e+00 6.5755e+00 5.4270e+00 6.3204e+00 5.3946e+00 7.2526e+00 4.3149e+00 7.1303e+00 1.3201e+00 4.1280e+00 4.3646e+00 9.6730e+00 5.8569e+00 4.0331e+00 4.6314e+00 6.0036e+00 6.4894e+00 9.3380e+00 5.0301e+00 8.3374e+00 8.3538e+00 5.4597e+00 6.3346e+00 6.7376e+00 5.7727e+00 5.8122e+00 3.6794e+00 4.6341e+00 7.7403e+00
5.2941e+00 5.4804e+00 9.1295e+00 3.8855e+00 5.7274e+00 5.9886e+00 5.1032e+00 4.1691e+00 5.7827e+00 6.9792e+00 5.1378e+00 4.7403e+00 1.3201e+00 3.3170e+00 7.8345e+00 8.8242e+00 6.2172e+00 4.6366e+00 7.0634e+00 5.5514e+00 6.7983e+00 6.7070e+00 7.8958e+00 8.9631e+00 4.7565e+00 5.1824e+00 4.7008e+00 9.3322e+00 4.9651e+00 9.0228e+00 4.1727e+00 6.7248e+00 5.4127e+00 4.4462e+00 7.6754e+00 4.4024e+00 6.9588e+00 5.0333e+00 5.8068e+00 7.5490e+00 7.5995e+00 6.1406e+00 7.7524e+00 3.1401e+00 6.5350e+00 4.1541e+00 4.3705e+00 5.9700e+00 5.6196e+00 4.9406e-01 7.6219e+00 8.1529e+00 5.1442e+00 6.8320e+00 5.5678e+00 7.3343e+00 6.9550e+00 6.5114e+00 3.4153e+00 7.7170e+00
5.5690e+00 4.6016e+00 7.0043e+00 4.4292e+00 5.8700e+00 6.3028e+00 6.2235e+00 6.9765e+00 6.5947e+00 5.9161e+00 4.9398e+00 7.3058e+00 7.4470e+00 7.5822e+00 6.0676e+00 8.3684e+00 5.6207e+00 5.7176e+00 6.1272e+00 6.5379e+00 9.1331e+00 7.8423e+00 9.1479e+00 6.4045e+00 5.4868e+00 2.4630e+00 9.0416e+00 6.9920e+00 2.9702e+00 6.2140e+00 6.5380e+00 7.1650e+00 7.1334e+00 5.7539e+00 7.8606e+00 2.5718e+00 4.1862e+00 7.6703e+00 7.5246e+00 3.4602e+00 3.4614e+00 6.1801e+00 6.6029e+00 3.9608e+00 3.5802e+00 1.5253e+00 5.9837e+00 2.4304e+00 9.4659e+00 2.8494e+00 4.1383e+00 6.3165e+00 7.1665e+00 4.9699e+00 5.4244e+00 5.6479e+00 4.7906e+00 5.7585e+00 4.9689e+00 7.2401e+00
5.5059e+00 4.1581e+00 4.9820e+00 7.1729e+00 7.8919e+00 4.6398e+00 3.2787e+00 2.7200e+00 3.9846e+00 7.7052e+00 4.6075e+00 5.9957e+00 8.6297e+00 4.1643e+00 2.1857e+00 3.8793e+00 6.7375e+00 4.8464e+00 8.1565e+00 5.8993e+00 7.4275e+00 7.9812e+00 5.8143e+00 3.7406e+00 4.3091e+00 7.8241e+00 4.8545e+00 5.0212e+00 6.9213e+00 3.9232e+00 6.2034e+00 4.4025e+00 8.9631e+00 3.2781e+00 4.8237e+00 4.1948e+00 6.1233e+00 4.2390e+00 4.7169e+00 6.6042e+00 6.3135e+00 3.4339e+00 6.1250e+00 3.8646e+00 3.0292e+00 3.9003e+00 6.2675e+00 3.4857e+00 5.6355e+00 5.0595e+00 7.7358e+00 5.3184e+00 6.0846e+00 8.3325e+00 4.4111e+00 8.2548e+00 8.6232e+00 6.2986e+00 6.1261e+00 7.4227e+00
8.1573e+00 5.9536e+00 6.5252e+00 7.4822e+00 2.4685e+00 6.0123e+00 5.5446e+00 4.5825e+00 5.4749e+00 5.0800e+00 9.0596e+00 8.1301e+00 6.3106e+00 7.5484e+00 6.8932e+00 8.4317e+00 7.2899e+00 7.0891e+00 4.9059e+00 5.2241e+00 7.2067e+00 6.5593e+00 7.6931e+00 5.6310e+00 4.4419e+00 7.4546e+00 5.1670e+00 6.8078e+00 7.0229e+00 4.0088e+00 7.4831e+00 6.5927e+00 7.6632e+00 7.9143e+00 7.5858e+00 5.8489e+00 7.3253e+00 3.3859e+00 5.2610e+00 6.7079e+00 2.6985e+00 5.2712e+00 8.3066e+00 7.2714e+00 7.5157e+00 7.7480e+00 5.3340e+00 6.2429e+00 5.1296e+00 3.9731e+00 6.5539e+00 5.2455e+00 5.9179e+00 9.6214e+00 5.2914e+00 6.3903e+00 4.3487e+00 5.8376e+00 5.3924e+00 4.6868e+00
3.8994e+00 6.3953e+00 7.5272e+00 6.9132e+00 5.2432e+00 8.3953e+00 4.3433e+00 7.0228e+00 6.1318e+00 4.5983e+00 6.6132e+00 7.5745e+00 4.1974e+00 6.2251e+00 7.1239e+00 6.4079e+00 1.0266e+01 3.9669e+00 7.8007e+00 4.6758e+00 4.7408e+00 4.4263e+00 5.2514e+00 4.5831e+00 6.6392e+00 3.5572e+00 5.4133e+00 6.4284e+00 7.2011e+00 8.2947e+00 8.1314e+00 5.7948e+00 3.6072e+00 5.8749e+00 6.3538e+00 6.4920e+00 7.5979e+00 7.8309e+00 5.3292e+00 6.2426e+00 5.8775e+00 4.9686e+00 3.1805e+00 2.7723e+00 8.3480e+00 6.6238e+00 4.1694e+00 3.6668e+00 2.3379e+00 6.2338e+00 1.0718e+01 8.7275e+00 6.1733e+00 3.7708e+00 4.2308e+00 3.8742e+00 5.2132e+00 6.0807e+00 5.5619e+00 4.1905e+00
7.5850e+00 6.2515e+00 4.4071e+00 4.9031e+00 4.8998e+00 9.5736e+00 5.7460e+00 4.8119e+00 8.6702e+00 7.0099e+00 6.0051e+00 6.0943e+00 7.2027e+00 5.3122e+00 6.9383e+00 4.0036e+00 4.8514e+00 7.1427e+00 3.2310e+00 7.0340e+00 7.8554e+00 5.9657e+00 4.1550e+00 3.5641e+00 6.5624e+00 6.2186e+00 6.8296e+00 4.0382e+00 7.6208e+00 1.8345e+00 5.8073e+00 3.9811e+00 5.6466e+00 5.1454e+00 8.3899e+00 7.7064e+00 6.6743e+00 6.3533e+00 6.3686e+00 4.8876e+00 3.1342e+00 6.1380e+00 7.8993e+00 5.8891e+00 7.1424e+00 6.0228e+00 4.1428e+00 6.7463e+00 7.0794e+00 8.0708e+00 6.3547e+00 7.2365e+00 7.9650e+00 4.9147e+00 6.0436e+00 6.4557e+00 4.5414e+00 4.7970e+00 6.4109e+00 4.6353e+00
9.8908e+00 7.9035e+00 7.9646e+00 6.5555e+00 7.9336e+00 4.4424e+00 7.5453e+00 6.5373e+00 4.3288e+00 7.2322e+00 2.8737e+00 6.3452e+00 6.4621e+00 8.8930e+00 4.3847e+00 9.5548e+00 5.0714e+00 7.5686e+00 8.7257e+00 8.2707e+00 5.8719e+00 5.7744e+00 4.4921e+00 4.3701e+00 6.4501e+00 6.1221e+00 4.1834e+00 8.2027e+00 3.0399e+00 6.3413e+00 5.1090e+00 7.9540e+00 1.0030e+01 7.4323e+00 8.4668e+00 4.9087e+00 4.4224e+00 3.3605e+00 5.3903e+00 3.1045e+00 2.8144e+00 8.0240e+00 5.0643e+00 6.1033e+00 7.7592e+00 4.3668e+00 4.1250e+00 7.7874e+00 7.0529e+00 3.8261e+00 4.9939e+00 5.2489e+00 4.8929e+00 3.8838e+00 7.1390e+00 7.4976e+00 6.8275e+00 6.9244e+00 5.4564e+00 5.5296e+00
5.3905e+00 2.6023e+00 7.2808e+00 2.4706e+00 6.7588e+00 5.6251e+00 8.2562e+00 9.3633e+00 5.9216e+00 5.9883e+00 4.3158e+00 7.6488e+00 6.1479e+00 4.6646e+00 6.6391e+00 5.2942e+00 2.7283e+00 5.6667e+00 6.4482e+00 4.9636e+00 7.8900e+00 2.3329e+00 3.3955e+00 9.5108e+00 6.1736e+00 4.8505e+00 7.2130e+00 5.9547e+00 7.3957e+00 6.5350e+00 2.9145e+00 6.2814e+00 7.3442e+00 6.5702e+00 5.5290e+00 7.0484e+00 4.6802e+00 7.6642e+00 4.4559e+00 4.8661e+00 8.4752e+00 6.4905e+00 7.9614e+00 5.4381e+00 9.9687e-01 7.6310e+00 6.1666e+00 2.5809e+00 2.1504e+00 5.0913e+00 5.1350e+00 5.7753e+00 6.4635e+00 6.9028e+00 2.6015e+00 5.8222e+00 4.5972e+00 7.2492e+00 5.6892e+00 2.9390e+00
3.2315e+00 6.5429e+00 5.8221e+00 2.9773e+00 5.7842e+00 5.7146e+00 6.1753e+00 6.4323e+00 5.3910e+00 7.7592e+00 6.5380e+00 8.5466e+00 4.1878e+00 5.4412e+00 2.6394e+00 5.7438e+00 2.7506e+00 5.5331e+00 5.5693e+00 6.1811e+00 7.6295e+00 4.3489e+00 7.6286e+00 6.0943e+00 4.1659e+00 6.4444e+00 6.0528e+00 6.5102e+00 6.2143e+00 7.9112e+00 4.3345e+00 5.6290e+00 2.6838e+00 5.6637e+00 4.1619e+00 3.6118e+00 5.2870e+00 4.6149e+00 5.9101e+00 5.2721e+00 7.2835e+00 5.9866e+00 5.2378e+00 6.2567e+00 4.2841e+00 7.1939e+00 6.6220e+00 6.5363e+00 5.0885e+00 4.5723e+00 6.6350e+00 8.5717e+00 3.3631e+00 6.7695e+00 3.4359e+00 3.9564e+00 9.4577e+00 3.6499e+00 7.7112e+00 7.6614e+00
5.7493e+00 5.2904e+00 6.3191e+00 6.3307e+00 4.7283e+00 5.4541e+00 5.4866e+00 4.4803e+00 6.5459e+00 3.3905e+00 7.6859e+00 6.8896e+00 6.5350e+00 5.3080e+00 7.7721e+00 6.8113e+00 6.9111e+00 7.3319e+00 6.5649e+00 4.8900e+00 2.6805e+00 4.8108e+00 3.4226e+00 8.2591e+00 4.9140e+00 9.7562e-01 3.2816e+00 7.2211e+00 7.7764e+00 4.3618e+00 5.7521e+00 5.3768e+00 5.6871e+00 3.7548e+00 4.5025e+00 4.3148e+00 6.5486e+00 5.1092e+00 5.4047e+00 4.9817e+00 4.4103e+00 2.9677e+00 2.9369e+00 6.1127e+00 5.9788e+00 8.2847e+00 5.1133e+00 4.2571e+00 5.0880e+00 4.8808e+00 6.7886e+00 7.4600e+00 6.9465e+00 2.1102e+00 5.5317e+00 6.4491e+00 8.9646e+00 8.5281e+00 7.1320e+00 4.8190e+00
6.9462e+00 7.1667e+00 5.2357e+00 5.2150e+00 7.6093e+00 3.2878e+00 9.4180e+00 4.1888e+00 8.1130e+00 3.3652e+00 5.8733e+00 6.2953e+00 7.9176e+00 7.9384e+00 6.6546e+00 5.1512e+00 7.6996e+00 7.7156e+00 7.6345e+00 5.3321e+00 7.1252e+00 9.4889e+00 6.9218e+00 7.5195e+00 5.2248e+00 5.6301e+00 3.3358e+00 6.5900e+00 7.0709e+00 7.8893e+00 4.5186e+00 7.3446e+00 6.9246e+00 7.2367e+00 4.9993e+00 6.5745e+00 6.0352e+00 4.1619e+00 5.1440e+00 4.9968e+00 6.3284e+00 4.2649e+00 6.1049e+00 4.8739e+00 4.4567e+00 8.0033e+00 6.0734e+00 6.4292e+00 6.8592e+00 8.3194e+00 5.4328e+00 5.8357e+00 8.2314e+00 6.1654e+00 3.8708e+00 6.4653e+00 7.5464e+00 8.9896e+00 4.8889e+00 4.3159e+00
8.1484e+00 5.8046e+00 7.1419e+00 6.1507e+00 7.0265e+00 8.2483e+00 9.7089e+00 8.3603e+00 6.2372e+00 6.7580e+00 7.1920e+00 6.7471e+00 7.9602e+00 5.6061e+00 6.5825e+00 6.8014e+00 4.9570e+00 5.6733e+00 7.4974e+00 6.6240e+00 4.8855e+00 7.5756e+00 9.4462e+00 8.2913e+00 5.4949e+00 9.8570e+00 6.5746e+00 7.0120e+00 4.0297e+00 6.0591e+00 8.2408e+00 1.0127e+01 4.0881e+00 5.9665e+00 6.2786e+00 4.4675e+00 5.6107e+00 7.1321e+00 8.5040e+00 6.0861e+00 5.7613e+00 6.4862e+00 7.0354e+00 8.0778e+00 4.8546e+00 6.8171e+00 9.2244e+00 4.9561e+00 7.2993e+00 4.6551e+00 6.8020e+00 3.9410e+00 7.3153e+00 5.7813e+00 3.6703e+00 5.8703e+00 5.8644e+00 5.3651e+00 4.4301e+00 5.3699e+00
5.9497e+00 5.8454e+00 6.4826e+00 8.5000e+00 3.5897e+00 2.3674e+00 3.3445e+00 4.0570e+00 5.6431e+00 6.7159e+00 6.9384e+00 4.7885e+00 8.3437e+00 3.5785e+00 8.8433e+00 5.6938e+00 7.4249e+00 9.6018e+00 3.2762e+00 7.5039e+00 8.5544e+00 7.5579e+00 5.4974e+00 2.6658e+00 4.4741e+00 3.4600e+00 7.0906e+00 7.6990e+00 7.6332e+00 6.2010e+00 6.3513e+00 6.3789e+00 5.2838e+00 6.4567e+00 5.9015e+00 4.0230e+00 6.1642e+00 5.4927e+00 8.2172e+00 9.0195e+00 3.0687e+00 6.4195e+00 7.2585e+00 6.6349e+00 4.7733e+00 3.9119e+00 5.5998e+00 5.0999e+00 6.6296e+00 6.3394e+00 7.2469e+00 8.1828e+00 3.5257e+00 7.0736e+00 6.6451e+00 7.5994e+00 2.6967e+00 4.3850e+00 7.0400e+00 4.0620e+00
8.0103e+00 5.1266e+00 6.1935e+00 7.7462e+00 7.6466e+00 5.0750e+00 4.9149e+00 6.5095e+00 6.5173e+00 7.7535e+00 6.1213e+00 2.4810e+00 4.4537e+00 4.9886e+00 7.2477e+00 6.5421e+00 6.1001e+00 6.3369e+00 4.9736e+00 9.3775e+00 2.8278e+00 7.3183e+00 3.2980e+00 5.3621e+00 5.9222e+00 8.5971e+00 7.2553e+00 4.8490e+00 9.6128e+00 3.4917e+00 5.3627e+00 5.8850e+00 4.3494e+00 5.8355e+00 7.0952e+00 7.7000e+00 4.8383e+00 7.0908e+00 7.1755e+00 4.9592e+00 5.6871e+00 6.3084e+00 6.7772e+00 1.1527e+01 3.5968e+00 6.5646e+00 5.1230e+00 3.3822e+00 4.6865e+00 5.7859e+00 8.1154e+00 5.6398e+00 7.0413e+00 5.8933e+00 3.9740e+00 4.3303e+00 4.8268e+00 8.2839e+00 5.8377e+00 7.2513e+00
5.9143e+00 7.1588e+00 8.0051e+00 6.0515e+00 8.6473e+00 7.7567e+00 9.1966e+00 7.3086e+00 6.1340e+00 5.1720e+00 5.0708e+00 7.5807e+00 7.9623e+00 5.2904e+00 5.8573e+00 5.1290e+00 7.0475e+00 9.5644e+00 8.0728e+00 7.3935e+00 6.2157e+00 7.8595e+00 7.6548e+00 7.4142e+00 3.9940e+00 6.3730e+00 7.5073e+00 5.8724e+00 6.1215e+00 5.9299e+00 5.4309e+00 6.4412e+00 8.3376e+00 7.4090e+00 7.0960e+00 4.7261e+00 3.6612e+00 3.8154e+00 4.5678e+00 6.3209e+00 4.0554e+00 4.9956e+00 3.8976e+00 4.0617e+00 6.7790e+00 3.6256e+00 4.3242e+00 7.1286e+00 5.1206e+00 3.1679e+00 5.8751e+00 8.3766e+00 7.1645e+00 6.2841e+00 2.4851e+00 6.7707e+00 3.9737e+00 8.9291e+00 5.9089e+00 6.3441e+00
8.2384e+00 8.4091e+00 5.7810e+00 4.7815e+00 6.0479e+00 5.9185e+00 7.8972e+00 6.0407e+00 4.0023e+00 8.1113e+00 4.6797e+00 5.6796e+00 7.2387e+00 5.5221e+00 8.6158e+00 6.4390e+00 5.8271e+00 5.5542e+00 7.7286e+00 3.5462e+00 1.0582e+01 6.9634e+00 5.8769e+00 6.4311e+00 6.7065e+00 5.8656e+00 4.3430e+00 4.4104e+00 7.3152e+00 7.1271e+00 9.4415e+00 9.6876e+00 5.5516e+00 4.7783e+00 5.1833e+00 5.8192e+00 3.0411e+00 5.7935e+00 5.5632e+00 5.7381e+00 8.1380e+00 8.7162e+00 6.3336e+00 8.7962e+00 4.3754e+00 6.9901e+00 3.4788e+00 6.7000e+00 1.1423e+01 8.2788e+00 6.2257e+00 9.2059e+00 6.6572e+00 2.6415e+00 4.6068e+00 6.2990e+00 7.6824e+00 7.7872e+00 6.8127e+00 2.5525e+00
6.7041e+00 8.1148e+00 6.4159e+00 1.0484e+01 5.3910e+00 6.8026e+00 4.9117e+00 7.1050e+00 4.4410e+00 4.4653e+00 6.1964e+00 6.0128e+00 4.6519e+00 4.9134e+00 7.9691e+00 3.9349e+00 7.2602e+00 6.3219e+00 1.9340e+00 3.0838e+00 7.2635e+00 7.5370e+00 5.8190e+00 8.0016e+00 1.1071e+01 7.0306e+00 4.9304e+00 6.3735e+00 7.6593e+00 5.4783e+00 7.2496e+00 9.4020e+00 3.6016e+00 6.3341e+00 5.2802e+00 5.4035e+00 6.2965e+00 7.7153e+00 6.0788e+00 7.0444e+00 6.7622e+00 7.6342e+00 6.3914e+00 4.9979e+00 3.8737e+00 6.7645e+00 7.0403e+00 3.6935e+00 4.4206e+00 5.3845e+00 6.1899e+00 4.4579e+00 7.8785e+00 4.3249e+00 6.7617e+00 5.9390e+00 5.1643e+00 1.1019e+01 4.2401e+00 7.0040e+00
